Empresa,Producto,Presentacion,Principio_activo,1,2,3,4,5,6,7,8,9,10,11,12
"Pfizer, S.A. de C.V.",VFEND,Caja con 14 tabletas de 50 mg,Voriconazole,1469.186667,1524.206667,1622.573333,1636.115833,1836.846667,1942.7525,1949,,,,,
"Pfizer, S.A. de C.V.",VFEND,1 x 200 mg. Inyectable,Voriconazole,1427.214167,1471.11,1601.721667,1669.695,1874.575833,1982.655,1989.03,,,,,
"Pfizer, S.A. de C.V.",VIAGRA,Caja con 1 tableta de 50 mg,Sildenafil,164.7783333,171.2233333,173.3966667,184.575,201.8366667,219.735,221.1,,,,,
"Pfizer, S.A. de C.V.",VIAGRA,Caja con 4 tabletas de 50 mg,Sildenafil,628.6233333,653.2025,676.9716667,737.5,807.4583333,834.015,835.38,,,,,
"Pfizer, S.A. de C.V.",VIAGRA,Caja con 4 tabletas de 100 mg,Sildenafil,756.9,756.9,766.6,823.1083333,890.8266667,920.1241667,921.63,,,,,
"Pfizer, S.A. de C.V.",VIAGRA,Caja con 1 tableta de 100 mg,Sildenafil,198.3,198.3,198.3,209.05,222.6566667,229.9741667,230.35,,,,,
"Pfizer, S.A. de C.V.",XALKORI,Frasco con  60 c†psulas de 200 mg,Crizonitib,,,,,,,,109179.81,109907.675,113547,113547,113547
"Pfizer, S.A. de C.V.",XALKORI,Frasco con 60 c†psulas de 250 mg,Crizonitib,,,,,,,,109179.81,109907.675,113547,113547,113547
"Pfizer, S.A. de C.V.",XELJANZ,Caja con 28 tabletas de 5 mg,Tofacitinib,,,,,,,,,,8974.5,8974.5,9705.93
"Pfizer, S.A. de C.V.",XELJANZ,Caja con 56 tabletas de 5 mg,Tofacitinib,,,,,,,,,,17949.01,17949.01,18857.23
"Pfizer, S.A. de C.V.",ZYVOXAM,"Blsa de infusi¢n, sol iny 300ml 2mg/ml",Linezolib,789.66,805.4533333,837.0233333,875.5783333,949.755,1004.51,1061.6475,1108.453636,1152.1,1190.25,,
"Pfizer, S.A. de C.V.",ZYVOXAM,Caja con 10 tabletas de 600 mg,Linezolib,5746.97,6034.32,6609.186667,6636.74,7142.090833,7553.841667,7983.563333,8335.503636,8663.706667,8950.59,,
"Productos Farmaceuticos, S.A. de C.V.",CIMZIA,"Caja con 2 jeringas prellenadas con aguja con 200 mg/ml, con 2 almohadillas impregnadas con alcohol.",Certolizumab Pegol,,,,,,,,,,,17180,17180.82
"Productos Farmaceuticos, S.A. de C.V.",OSLIF,Caja con 30 c†psulas de 150 mcg  (para inhalaci¢n),Indacaterol,,,,,,,,,829,829,825,829
"Productos Farmaceuticos, S.A. de C.V.",OSLIF,Caja con 30 c†psulas de 300 mcg (para inhalaci¢n),Indacaterol,,,,,,,,,829,829,825,829
"Productos Roche, S.A. de C.V.",AVASTIN,Caja con un fco. Amp.100mg/4ml sol.iny,Bevacizumab,6500,6800,7100,7100,7100,7333.333333,7500,7663.636364,8168,8436,8780,9359.5
"Productos Roche, S.A. de C.V.",AVASTIN,Caja con un fco. Amp.400mg/16ml sol.iny,Bevacizumab,25500,25650,25800,25800,25800,26558.33333,27100,27691.27273,29513.83333,30483,31727,33821
"Productos Roche, S.A. de C.V.",BONDRONAT,Caja con un fco. Amp.6mg/6ml IV (infusi¢n) sol.iny,Ibandonato de sodio monohidratado,3628,3719,3810,3810,3810,3810,3810,3810,,,,
"Productos Roche, S.A. de C.V.",BONDRONAT,Caja con 28 comprimidos de 50 mg.,Ibandonato de sodio monohidratado,,4040,4040,4040,4040,4040,4040,4040,,,,
"Productos Roche, S.A. de C.V.",BONVIVA,Caja con 1 jeringa precargada de 3mg/3ml,Ibandronato de sodio monohidratado,,941.4285714,926,3267,3267,3267,3267,3508.636364,,,,
"Productos Roche, S.A. de C.V.",BONVIVA,Caja con 1 comprimido de 150 mg,Ibandronato de sodio monohidratado,,941.4285714,926,984.6666667,990,990,990,1112.181818,,,,
"Productos Roche, S.A. de C.V.",CELLCEPT,Caja con 50 c†psulas de 500 mg.,Micofenolato mofietilo,3325,3325,3430,3430,3430,3430,,,,,,
"Productos Roche, S.A. de C.V.",CELLCEPT,Caja con 100 c†psulas de 250 mg.,Micofenolato mofietilo,3325,3325,3430,3430,3430,,,,,,,
"Productos Roche, S.A. de C.V.",ERIVEDGE,Caja con 28 tabletas de 150 mg,Vismodegib,,,,,,,,,102509,102509,106691,113733
"Productos Roche, S.A. de C.V.",FORTOVASE,Caja con 180 c†psulas de 200 mg.,Saquinavir,2172.966667,2216.7,2216.7,2216.7,2216.7,,,,,,,
"Productos Roche, S.A. de C.V.",GAZYVA,Caja con un fco. †mpula con 1000mg/40ml vial,Obinutuzumab,,,,,,,,,,69910.4,69911,69911
"Productos Roche, S.A. de C.V.",INVIRASE,Caja con  frasco con 120 comprimidos de 500 mg.,Saquinavir mesilato de,,4450,4450,4450,4450,4580.083333,4673,4673,,,,
"Productos Roche, S.A. de C.V.",KADCYLA,Caja con un fco. †mpula con 100 mg,Trastuzumab Emtansina,,,,,,,,,,30956,30956,31884.5
"Productos Roche, S.A. de C.V.",KADCYLA,Caja con un fco. †mpula con 160 mg,Trastuzumab Emtansina,,,,,,,,,,49530,49530,51016
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 50 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,1963,1963,1963,2006.090909,2110.333333,2124,2193,2315
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 75 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,2944.5,2944.5,2944.5,3009.136364,3085,3025,3148,3323
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 100 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,3926,3926,3926,4012.181818,4114.833333,4037,4202,4435.5
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 150 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,5300.1,5300.1,5300.1,5416.227273,5697.166667,5734,5968,6300
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 200 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,6281.6,6281.6,6281.6,6418.727273,6750.5,6794,7071,7464.5
"Productos Roche, S.A. de C.V.",MIRCERA,Caja con 1 jeringa prellenada de 250 mg / 0.3 ml.,Metoxi-polietilenglicol eritoproyetina beta,,,,,7852,7852,7852,8023.818182,8439.5,8494,8841,9333
"Productos Roche, S.A. de C.V.",PEGASYS,Caja con 1 jeringa precargada de 0.5 ml. c/180 mcg.,Peginterferon Alfa 2a,,3391.818182,3510,3510,3510,3612.666667,3686,3766.727273,4014.5,4146,4315,4600
"Productos Roche, S.A. de C.V.",PEGASYS,Caja con 1 pluma precargada de 0.5 ml. c/180 mcg.,Peginterferon Alfa 2a,,,,,,,,,,4146,4315,4600
"Productos Roche, S.A. de C.V.",PEGASYS,Caja con fco. Amp de 1ml de 180mcg,Peginterferon Alfa 2a,3094.333333,3372.133333,3510,3510,3510,,,,,,,
"Productos Roche, S.A. de C.V.",PERJETA,Caja con frasco ampula 30mg/14ml.,Pertuzumab,,,,,,,,,51955,51955,54116,57969.5
"Productos Roche, S.A. de C.V.",PERJETA,Caja con frasco ampula 30mg/14ml y frasco ampula CON 440 mg,Pertuzumab + Trastuzumab,,,,,,,,,70209,70209,73074,78277
"Productos Roche, S.A. de C.V.",TAMIFLU,Caja con 10 c†psulas de 75 mg.,Oseltamivir,583.8,583.8,583.8,583.8,583.8,583.8,583.8,627,685.5,690,,
"Productos Roche, S.A. de C.V.",TAMIFLU,Caja con 10 c†psulas de 30 mg.,Oseltamivir,,,,,233.52,233.52,233.52,251.2363636,275.1666667,277,,
"Productos Roche, S.A. de C.V.",TARCEVA,Caja con 30 comprimidos de 100 mg.,Erlotinib clorhidrato de,,30298,30298,30298,30298,30298,30298,30959.09091,32997,34081,34081,34081
"Productos Roche, S.A. de C.V.",TARCEVA,Caja con 30 comprimidos de 150 mg.,Erlotinib clorhidrato de,,37337,37337,37337,37337,37337,37337,38151.90909,40663.5,41999,41999,41999
"Productos Roche, S.A. de C.V.",TARCEVA,Caja con 30 comprimidos de 25 mg.,Erlotinib clorhidrato de,,8668,8668,8668,8668,8668,8668,,,,,
"Productos Roche, S.A. de C.V.",VALCYTE,Caja con 60 tabletas 450 mg.,Clorhidrato de valganciclovir,20200,20600,21050,21050,21050,21664.25,22103,22585.72727,24073.33333,24864,25878,27431
"Productos Roche, S.A. de C.V.",VIRACEPT,Caja con 270 comprimidos de 250 mg,Mesilato de Nelfinavir,6376.833333,6503.1,6764.2,6764.2,6764.2,,,,,,,
"Productos Roche, S.A. de C.V.",VIRACEPT,Caja con fco. con polvo de 144 g.,Mesilato de Nelfinavir,756.4333333,771.5,802.5,802.5,802.5,,,,,,,
"Productos Roche, S.A. de C.V.",XELODA,Caja con 120 grageas de 500 mg,Capecitabina,13678.56667,14198.1,15022.2,15022.2,15022.2,15913.41667,16550,16911.09091,18024,18616,,
"Productos Roche, S.A. de C.V.",ZELBORAF,Caja con 56 tabletas 240 mg.,Vemurafenib (1),,,,,,,,35933.13333,35933.4,35933.4,37399,39867.5
"Productos Roche, S.A. de C.V.",ZELBORAF,Caja con 56 tabletasde 240 mg  .,vemurafenib,,,,,,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",ACOMPLIA,Caja con 28 tabletas de 20 mg.,Rimonabant,,1974.5,1974.5,1974.5,1974.5,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",ACOMPLIA ,Caja con 14 tabletas de 20 mg,Rimonabant,,1036.6,1036.6,1036.6,1036.6,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",APROVEL,Caja con 14 tabletas 300 mg.,Irbesartan,382.75,383.5,397.9,402.7,343.4583333,303,303,303,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",APROVEL,Caja con 28 tabletas 300 mg.,Irbesartan,732.2,734.4,761.925,771.1,658.9583333,582,582,582,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",APROVEL,Caja con 28 tabletas 150 mg.,Irbesartan,504.5666667,501.8,520.625,448.83,419.0958333,399,399,399,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",APROVEL,Caja con 14 tabletas 150 mg.,Irbesartan,277.7,275.4,285.675,235.39,224.9125,218,218,218,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CLEXANE,Caja con 2 Jeringas de 20 mg.,Enoxaparina,308.5,308.5,308.5,308.5,308.5,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CLEXANE,Caja con 2 Jeringas de 40 mg.,Enoxaparina,563,563,563,379.1,379.1,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CLEXANE,Caja con 2 Jeringas de 60 mg.,Enoxaparina,752,752,752,555.56,555.56,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CLEXANE,Caja con 2 Jeringas de 80 mg.,Enoxaparina,1003,1003,1003,782.45,782.45,,,,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 14 tabletas 300 mg/ 12.5mg,Irbesartan/Hidroclorotiazida,455.4333333,435,451.275,410.62,366.2583333,337,337,337,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 14 tabletas 150 mg/12.5mg,Irbesartan/Hidroclorotiazida,275,275,285.275,253.06,234.8583333,222,222,222,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 28 tabletas 150 mg/12.5mg,Irbesartan/Hidroclorotiazida,513.6666667,497.5,516.1,443.01,415.5041667,396,396,396,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 28 tabletas 300 mg / 12.5mg,Irbesartan/Hidroclorotiazida,,995,995,995,778.5833333,628,628,628,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 28 tabletas 300 mg / 25mg,Irbesartan/Hidroclorotiazida,,,995,955,767.75,638,638,638,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-APROVEL,Caja con 14 tabletas 300 mg /  25mg,Irbesartan/Hidroclorotiazida,,,456.7,456.7,386.2916667,337,337,337,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-PLAVIX,Caja con 14 tabletas 75mg/100mg,Clopidogrel/µcido acetilsalicilico,,,,,,634.2,634.2,634.2,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",CO-PLAVIX,Caja con 28 tabletas 75mg/100mg,Clopidogrel/µcido acetilsalicilico,,,,,,1153.8,1153.8,1153.8,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",JEVTANA,Frasco †mpula 60mg/1.5ml y fco con diluyente,Cabazitaxel,,,,,,,,80149,80149,80149,80149,80149
"Sanofi-Aventis de Mexico, S.A.  de C.V.",KETEK,10 tabletas 400 mg.,Telitromicina,546,546,546,573.3,573.3,573.3,573.3,573.3,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",LYXUMIA,Caja con 1 cartucho con 3ml en dispositivo desechable con 14 dosis de 20mcg/0.2ml,Lixisenatida,,,,,,,,,999,999,999,999
"Sanofi-Aventis de Mexico, S.A.  de C.V.",LYXUMIA,Caja con 1 cartucho con 3ml en dispositivo desechable con 14 dosis de 10mcg/0.2ml y 1 cartucho con 3ml en dispositivo desechable con 14 dosis de 20mcg/0.2ml,Lixisenatida,,,,,,,,,1802.3,1802.3,1802.3,1802.3
"Sanofi-Aventis de Mexico, S.A.  de C.V.",PLAVIX,Caja con 14 grageas 75 mg.,Clopidogrel ,597.1833333,636.8,636.8,636.8,636.8,636.8,636.8,636.8,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",PLAVIX,Caja con 28 grageas 75 mg.,Clopidogrel ,1081.716667,1155.2,1155.2,1155.2,1155.2,1155.2,1155.2,1155.2,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",PLAVIX,Caja con 4 grageas 300 mg.,Clopidogrel ,,,,,,694.4,694.4,694.4,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",REGIVAS,Caja con 20 tabletas 400 mg.,Dronedarona,,,,,,600,600,600,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",TAXOTERE,Caja con 1 fco ampula de de 20 mg.,Docetaxel,3520,3520,3520,3520,3520,3520,3520,3520,,,,
"Sanofi-Aventis de Mexico, S.A.  de C.V.",TAXOTERE,Caja con 1 fco ampula de 80 mg.,Docetaxel,12908,12908,12908,12908,12908,12908,12908,12908,,,,
"Schering Plough, S.A. de C.V.", AVIANT,Jarabe 60 ml.,Desloratadina,234.44,234.44,234.44,234.44,234.44,234.44,234.44,234.44,,,,
"Schering Plough, S.A. de C.V.",AVIANT,Soluci¢n  60 ml. 0.5mg/ml,Desloratadina,,,234.44,234.44,234.44,234.44,234.44,234.44,,,,
"Schering Plough, S.A. de C.V.",AVIANT, Caja con 10 tabletas de 5 mg.,Desloratadina,234.1,234.1,234.1,234.1,234.1,234.1,234.1,234.1,,,,
"Schering Plough, S.A. de C.V.",AVIANT, Caja con 20 tabletas de 5 mg.,Desloratadina,383.25,383.25,383.25,383.25,383.25,383.25,383.25,383.25,,,,
"Schering Plough, S.A. de C.V.",BRIDION,Caja con frasco 100mg/ml vial 2ml,Sugammadex,,,,,,,,,,,14173.65,15467.73333
"Schering Plough, S.A. de C.V.",ELOVENT TWISTER,Frasco con 60 dosis de 200 mcg.,Mometazona Furoato de,,1200,1200,731.385,575.18,575.18,575.18,575.18,,,,
"Schering Plough, S.A. de C.V.",ELOVENT TWISTER,Frasco con 30 dosis de 200 mcg.,Mometazona Furoato de,,800,800,500.42,400.56,400.56,400.56,400.56,,,,
"Schering Plough, S.A. de C.V.",ETHYOL,Soluci¢n inyectable de 500 mg.,Amifostina,3171,3171,3171,3171,3171,3171,3171,3171,,,,
"Schering Plough, S.A. de C.V.",JANUMET XR,Frasco con 14 tabletas de (100/1000 mg.),Sitagliptina/Metformina,,,,,,,,,,,,664.91
"Schering Plough, S.A. de C.V.",JANUMET XR,Frasco con 28 tabletas de (100/1000 mg.),Sitagliptina/Metformina,,,,,,,,,,,,1316.1375
"Schering Plough, S.A. de C.V.",JANUMET XR,Frasco con 28 tabletas de (50/500 mg.),Sitagliptina/Metformina,,,,,,,,,,,,664.91
"Schering Plough, S.A. de C.V.",JANUMET XR,Frasco con 56 tabletas de (50/1000 mg.),Sitagliptina/Metformina,,,,,,,,,,,,1316.1375
"Schering Plough, S.A. de C.V.",JANUMET XR,Frasco con 56 tabletas de (50/500 mg.),Sitagliptina/Metformina,,,,,,,,,,,,1316.1375
"Schering Plough, S.A. de C.V.",KEYTRUDA,Caja con frasco ·mpula con 100 mg/4mL.,Pembrolizumab,,,,,,,,,,,,72624.39
"Schering Plough, S.A. de C.V.",ONICIT,Soluci¢n inyectable de 0.25 mg.,Palonosetron,2312.03,2312.03,2312.03,2312.03,2312.03,2312.03,2312.03,2312.03,,,,
"Schering Plough, S.A. de C.V.",PEG PEN,Frasco †mpula con liofilizado con 80 mcg.,Peginterferon Alfa-2b,,2404.51,2404.51,2404.51,2404.51,2404.51,2404.51,2404.51,3081.73,3081.73,3298.926667,3486.801667
"Schering Plough, S.A. de C.V.",PEG PEN,Frasco †mpula con liofilizado con 100 mcg.,Peginterferon Alfa-2b,,3139.88,3139.88,3139.88,3139.88,3139.88,3139.88,3139.88,4024.22,4024.22,4268.89,4357.823333
"Schering Plough, S.A. de C.V.",PEG PEN,Frasco †mpula con liofilizado con 120 mcg.,Peginterferon Alfa-2b,,3606.77,3606.77,3606.77,3606.77,3606.77,3606.77,3606.77,3982.2,3982.2,4264.94,4318.2525
"Schering Plough, S.A. de C.V.",PEG PEN,Caja con frasco ·mpula 50 mcg.,Peginterferon Alfa-2b,,,,,,,,,,,1608.35,1608.35
"Schering Plough, S.A. de C.V.",PEG PEN,Frasco †mpula con liofilizado con 50 mcg.,Peginterferon Alfa-2b,,,1457.28,1457.28,1457.28,1457.28,1457.28,1457.28,,,,
"Schering Plough, S.A. de C.V.",PEG-INTRON ,Alfa 2B 1 vial con 100 mcg.,Peginterferon Alfa-2b,2643,2731.1,2854.44,2854.44,2854.44,2854.44,2854.44,2854.44,,,,
"Schering Plough, S.A. de C.V.",PEG-INTRON ,Alfa 2B 1 vial con 120 mcg.,Peginterferon Alfa-2b,3036,3137.2,3278.88,3278.88,3278.88,3278.88,3278.88,3278.88,,,,
"Schering Plough, S.A. de C.V.",PEG-INTRON ,Alfa 2B 1 vial con 150 mcg.,Peginterferon Alfa-2b,3795,3921.5,4098.6,4098.6,4098.6,4098.6,4098.6,4098.6,,,,
"Schering Plough, S.A. de C.V.",PEG-INTRON ,Alfa 2B 1 vial con 80 mcg.,Peginterferon Alfa-2b,2024,2091.466667,2185.92,2185.92,2185.92,2185.92,2185.92,2185.92,,,,
"Schering Plough, S.A. de C.V.",PEG-INTRON ,Alfa 2B 1 vial con 50 mcg.,Peginterferon Alfa-2b,1265,1307.166667,1366.2,1366.2,1366.2,1366.2,1366.2,1366.2,,,,
"Schering Plough, S.A. de C.V.",RINELON,0.05% spray nasal 18 ml. ,Mometazona Furoato de,491.56,513.6308333,565.495,580.47,580.47,580.47,580.47,580.47,755.91,755.91,786.15,786.15
"Schering Plough, S.A. de C.V.",RINELON,Soluci¢n Ped. 10 ml.,Mometazona Furoato de,363.44,363.44,377.4341667,387.43,387.43,387.43,387.43,387.43,504.5,504.5,504.51,504.51
"Schering Plough, S.A. de C.V.",SPRIAFIL,SuspensiÛn 40mg 105ml. Susp.1,Posaconazol,,,,,,,,,,,14940,15319.725
"Schering Plough, S.A. de C.V.",TEMODAL,C†psulas 100 mg.x 5,Temozolamida,8988,9100.35,9257.64,9257.64,9257.64,9257.64,9257.64,9257.64,,,,
"Schering Plough, S.A. de C.V.",TEMODAL,C†psulas 20 mg.x 5,Temozolamida,1634,1654.425,1683.02,1683.02,1683.02,1683.02,1683.02,1683.02,,,,
"Schering Plough, S.A. de C.V.",VICTRELIS,Caja con 336 capsulas de 200 mg,Boceprevir,,,,,,,,,,,56691.28,56691.28
"Schering Plough, S.A. de C.V.",ZENHALE,Caja con un frasco de aluminio dosificador conn 13 g(120 inhalaciones) de 100 mcg/5mcg por inhalacion.,Mometasona / Formoterol,,,,,,,,,,,,907.37375
"Schering Plough, S.A. de C.V.",ZENHALE,Caja con un frasco de aluminio dosificador conn 13 g(120 inhalaciones) de 200 mcg/5mcg por inhalacion.,Mometasona / Formoterol,,,,,,,,,,,,987.69125
"Schering Plough, S.A. de C.V.",ZIENT,Caja con 7  tabletas de 10 mg,Ezetimiba,164.85,164.85,170.6191667,181.295,183.48,183.48,183.48,183.48,196.53,196.53,,
"Schering Plough, S.A. de C.V.",ZIENT,Caja con 14 tabletas de 10 mg,Ezetimiba,329.39,329.39,340.9166667,362.245,366.61,366.61,366.61,366.61,432.97,432.97,441.63,441.63
"Schering Plough, S.A. de C.V.",ZIENT,Caja con 28 tabletas de 10 mg,Ezetimiba,661.82,661.82,684.9841667,727.84,736.61,736.61,736.61,736.61,869.94,869.94,887.33,887.33
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 14 comprimidos con 10 mg. / 10 mg.,Ezetimiba/Zimvastatina,494.36,494.36,494.36,494.36,494.36,494.36,494.36,494.36,539.85,539.85,561.45,561.45
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 28 comprimidos con  10 mg. / 10 mg.,Ezetimiba/Zimvastatina,988.71,988.71,988.71,988.71,988.71,988.71,988.71,988.71,1080.46,1080.46,1123.68,1123.68
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 7 comprimidos con 10 mg. / 20 mg. ,Ezetimiba/Zimvastatina,271.9,271.9,271.9,271.9,271.9,271.9,271.9,271.9,266.81,266.81,,
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 14 comprimidos con 10 mg. / 20 mg.,Ezetimiba/Zimvastatina,543.8,543.8,543.8,543.8,543.8,543.8,543.8,543.8,593.84,593.84,617.59,617.59
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 28 comprimidos con 10 mg. / 20 mg.,Ezetimiba/Zimvastatina,1087.59,1087.59,1087.59,1087.59,1087.59,1087.59,1087.59,1087.59,1131.09,1131.09,1176.34,1176.34
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 14 comprimidos con 10 mg. / 40 mg.,Ezetimiba/Zimvastatina,593.23,593.23,593.23,593.23,593.23,593.23,593.23,593.23,721.08,721.08,794.99,794.99
"Schering Plough, S.A. de C.V.",ZINTREPID,Caja con 28 comprimidos con 10 mg. / 40 mg.,Ezetimiba/Zimvastatina,1186.46,1186.46,1186.46,1186.46,1186.46,1186.46,1186.46,1186.46,1186.46,1186.46,1295.62,1295.62
"Serono de Mexico, S.A. de C.V.",GONAL- F 1050,"Caja cart¢n c/1 fco. µmpula c/liof., 1 jeringa prell. c/2 ml. de diluy., 15 jeringas desech. p/la adm¢n. graduada en unidades de FSH y 15 toallitas c/alcohol e instructivo, p/la concentraci¢n de 1200 U.I./2ml. [1050 UI (77 mcg)/1.75]",Folitropina Alfa,11088.22,11088.22,11088.22,11088.22,11088.22,11088.22,11088.22,11088.22,11088.22,11088.22,,
"Serono de Mexico, S.A. de C.V.",GONAL- F 450,"Caja cart¢n c/1 fco. µmpula c/liof., 1 jeringa prell. c/1 ml. de diluy., 7 jeringas desech. p/la adm¢n. Graduada en unidades de FSH y 7 toallitas c/alcohol e instructivo, p/la concentraci¢n 600 U.I./ml.",Folitropina Alfa,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,,
"Serono de Mexico, S.A. de C.V.",GONAL- F 75,"Caja c/fco. Amp. C/liof. 1 jeringa prell. c/diluy.,1 aguja esteril p/extraer la sol. 1 aguja p/iny., 2 toall. c/alcohol.",Folitropina Alfa,792.02,792.02,792.02,792.02,792.02,792.02,792.02,792.02,792.02,792.02,,
"Serono de Mexico, S.A. de C.V.",GONAL- F PEN 300,Caja con cartucho prellenado con 0.5 ml. de soluci¢n inyectable [300 UI/22 mcg] con jeringa tipo pluma y 5 agujas.,Folitropina Alfa,3168.06,3168.06,3168.06,3168.06,3168.06,3168.06,3168.06,3168.06,3168.06,3168.06,,
"Serono de Mexico, S.A. de C.V.",GONAL- F PEN 450,Caja con cartucho prellenado con 0.75 ml. de soluci¢n inyectable [450 UI/33 mcg] con jeringa tipo pluma y 7 agujas.,Folitropina Alfa,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,4752.1,,
"Serono de Mexico, S.A. de C.V.",GONAL- F PEN 900,Caja con cartucho prellenado con 1.5 ml. de soluci¢n inyectable [900 UI/66 mcg] con jeringa tipo pluma y 14 agujas.,Folitropina Alfa,9504.19,9504.19,9504.19,9504.19,9504.19,9504.19,9504.19,9504.19,9504.19,9504.19,,
"Serono de Mexico, S.A. de C.V.",RAPTIVA,"Caja con 4 unidades, cada unidad contiene un frasco †mpula de 125 mg. etiquetado con jeringa prellenada con 1.3 ml. de diluyente, dos agujas y dos toallitas con alcohol.",Efalizamab,25288.06,25288.06,25288.06,25288.06,25288.06,25288.06,25288.06,25288.06,25288.06,25288.06,,
"Shire Pharmaceuticals Mexico, S.A. de C.V.",VYVANSE,Caja con 28 c†psulas de 30 mg,Lisdexanfetamina,,,,,,,,,,3889.61,3889.61,3889.61
"Shire Pharmaceuticals Mexico, S.A. de C.V.",VYVANSE,Caja con 28 c†psulas de 50 mg,Lisdexanfetamina,,,,,,,,,,4007.57,4007.57,4007.57
"Shire Pharmaceuticals Mexico, S.A. de C.V.",VYVANSE,Caja con 28 c†psulas de 70 mg,Lisdexanfetamina,,,,,,,,,,4139.83,4139.83,4139.83
"Takeda Mexico, S.A. de C.V.",DEXIVANT,Caja con 14 c†psulas con 30 mg.,Dexlansoprazol,,,,,,,403,403,538.3333333,635,435,473.5
"Takeda Mexico, S.A. de C.V.",DEXIVANT,Caja con 7 c†psulas con 60 mg.,Dexlansoprazol,,,,,,,475,475,480.8333333,485,485,508.5
"Takeda Mexico, S.A. de C.V.",DEXIVANT,Caja con 14 c†psulas con 60 mg.,Dexlansoprazol,,,,,,,715,715,723.1666667,729,729,758
"Takeda Mexico, S.A. de C.V.",EDARBI,Frasco con 14 tabletas de 40 mg,Azilsartan Medoxomilo,,,,,,,418,418,422.6666667,426,426,459
"Takeda Mexico, S.A. de C.V.",EDARBI,Frasco con 28 tabletas de 40 mg,Azilsartan Medoxomilo,,,,,,,730,730,738.1666667,744,744,801
"Takeda Mexico, S.A. de C.V.",EDARBI,Frasco con 14 tabletas de 80 mg,Azilsartan Medoxomilo,,,,,,,570,570,575.8333333,580,580,625
"Takeda Mexico, S.A. de C.V.",EDARBI,Frasco con 28 tabletas de 80 mg,Azilsartan Medoxomilo,,,,,,,987,987,998.0833333,1006,1006,1084
"Takeda Mexico, S.A. de C.V.",EDARBI CLD,Frasco con 14 tabletas de 40 mg,Azilsartan Medoxomilo/Clortalidona,,,,,,,,,469,469,469,505
"Takeda Mexico, S.A. de C.V.",EDARBI CLD,Frasco con 28 tabletas de 40 mg,Azilsartan Medoxomilo/Clortalidona,,,,,,,,,818,818,818,882
"Takeda Mexico, S.A. de C.V.",EDARBI CLD,Frasco con 14 tabletas de 80 mg,Azilsartan Medoxomilo/Clortalidona,,,,,,,,,638,638,638,687.5
